Gene_Name,CTRL_0,CTRL_1,CTRL_2,P4_0,P4_1,P4_2,IL1B_0,IL1B_1,IL1B_2,FSK_0,FSK_1,FSK_2,FSK_P4_0,FSK_P4_1,FSK_P4_2,P4_IL1B_0,P4_IL1B_1,P4_IL1B_2,FSK_IL1B_0,FSK_IL1B_1,FSK_IL1B_2,FSK_P4_IL1B_0,FSK_P4_IL1B_1,FSK_P4_IL1B_2
SORBS1,0.629628,0.628003,0.434312,0.533679,0.577891,0.493018,0.950434,0.884453,0.765771,2.99112,2.51145,2.85111,2.42533,2.05171,2.25517,0.786847,0.774955,0.67521,3.25132,3.66688,3.08079,1.93352,2.20025,1.65847
SORBS2,4.71899,4.67779,2.70791,10.5043,9.88867,6.57665,13.3117,12.4699,10.0476,3.61028,3.37396,2.79806,7.19244,7.21386,7.53908,14.8459,13.8895,12.8002,4.71263,4.65932,4.10632,11.0996,10.6278,7.82161
SORBS3,19.2178,16.6575,24.4199,15.5787,16.8923,24.0385,12.8704,16.035,18.7692,11.1305,9.28413,15.0757,12.7503,14.5113,14.0891,10.5164,10.8318,11.4539,10.6066,8.45322,13.8282,11.9807,13.4754,20.5234
SORCS1,0.226478,0.274378,0.248076,0.134925,0.14391,0.115115,0.311483,0.347255,0.42228,0.824797,0.858675,0.79164,0.225799,0.369757,0.255258,0.24584,0.288991,0.293418,0.755465,0.632423,0.556046,0.230159,0.313054,0.302795
SORCS2,0.117762,0.160248,0.159503,0.11683,0.0998099,0.164972,0.0458575,0.0669481,0.108276,0.223682,0.179085,0.360774,0.177406,0.119946,0.121227,0.0885149,0.111818,0.0613259,0.157407,0.160853,0.273589,0.0576864,0.15567,0.195778
SORCS3,0.239681,0.179278,0.155741,0.134449,0.199757,0.14119,0.0752427,0.140035,0.168313,0.271713,0.249027,0.209348,0.268827,0.220157,0.231203,0.158612,0.196532,0.15377,0.173734,0.220269,0.212744,0.234018,0.202901,0.176461
SORD,2.51857,2.311,1.9778,2.72292,2.62121,2.12141,2.43008,2.66213,2.1546,1.88556,1.70458,1.89748,2.19131,2.10924,1.91647,2.20844,2.07532,2.56145,1.53595,1.56406,1.75063,1.79853,1.96581,1.48017
SORL1,0.0281801,0.0180472,0.0118695,0.00772225,0.00775452,0.0130494,0.0097215,0.0247679,0.0137231,0.0456821,0.0734473,0.0389358,0.0390019,0.0480408,0.0420421,0.0210031,0.0118059,0.0172769,0.0300715,0.0258959,0.0397562,0.0242487,0.0149669,0.0195279
SORT1,5.5728,5.32893,3.90836,6.46907,6.42626,5.43166,4.10524,4.10605,3.9462,5.93683,5.15479,5.31285,8.12131,7.50319,8.1086,4.83848,4.76328,4.51475,5.40828,5.74226,5.18924,7.20618,6.34952,6.12247
SOS1,3.77224,3.37495,1.63201,2.95745,3.27335,2.01673,2.73716,3.00772,2.1794,3.16411,3.25747,2.84936,4.97076,4.30131,4.79458,2.94107,2.8641,2.65816,3.61404,3.80196,2.49669,3.64509,3.79552,2.94541
SOS2,11.033,11.8956,6.35867,9.6851,10.7704,6.16422,12.013,12.6482,9.13569,12.2612,13.7676,10.6827,13.349,13.313,12.5261,12.0806,12.5319,10.1563,15.1864,18.3455,12.0318,14.0821,13.7667,9.34315
SOWAHB,0.139881,0.0820071,0.129156,0.0481763,0.0826518,0.0690378,0.0307958,0.120366,0.0744706,0.252786,0.191674,0.260088,0.150886,0.101321,0.0977888,0.0881103,0.0471291,0.10403,0.248357,0.226502,0.174044,0.0450137,0.0252371,0.0729017
SOWAHC,4.03271,3.73074,2.36278,3.21733,3.40782,2.02885,3.71084,3.61833,2.61497,3.28345,3.41102,2.57494,2.92663,3.30443,3.09464,3.80979,3.63855,2.97402,3.52714,3.97359,2.79443,3.74963,3.98631,2.26334
SOWAHD,0.136541,0.029661,0.0544799,0.0846023,0.0703784,0.0995811,0.0643817,0.0421971,0.0487876,0.122823,0.0682247,0.0879044,0.142396,0.109549,0.125997,0.0768375,0,0.0389079,0,0.0286374,0.117503,0.0942566,0.0453576,0.0537631
SOX12,5.00652,4.67877,5.39608,3.94856,4.83239,5.24363,4.02744,4.1818,5.13745,4.3872,4.06784,4.92086,4.11124,4.94312,3.93493,3.6062,4.45864,4.05899,3.57533,3.26662,3.89386,3.60371,4.42289,4.08408
SOX13,4.64523,4.00582,6.07922,4.59736,4.22202,5.58952,4.03111,4.31007,4.9502,5.19325,4.06013,5.43921,5.39317,4.76412,4.73656,3.67815,3.27818,3.7836,4.59145,3.48489,5.65825,4.11636,4.47229,5.72858
SOX15,2.09793,3.25316,3.42396,1.9227,2.12223,3.08773,3.06182,2.81576,4.03438,1.98277,1.90261,2.368,1.19578,1.61213,2.03648,2.09904,3.30201,3.8034,2.06618,1.79155,2.41454,2.23165,1.90299,3.01232
SOX17,24.6729,26.6606,23.4004,15.5611,16.4498,14.3334,42.0559,41.9025,46.9766,11.2479,12.949,11.2608,12.1245,13.3122,11.8169,21.7511,23.9253,21.0662,16.9122,14.5508,13.2291,15.1879,13.9991,11.1803
SOX3,0.271807,0.260027,0.449504,0.243415,0.445551,0.159694,0.160961,0.286677,0.437516,0.230121,0.314289,0.346277,0.395487,0.362501,0.158874,0.360575,0.273513,0.161131,0.275238,0.119099,0.28524,0.281099,0.497371,0.19378
SOX30,0.338392,0.121684,0.142621,0.129245,0.228604,0.097405,0.236018,0.372846,0.131888,0.163529,0.173993,0.208256,0.271123,0.167264,0.1423,0.169406,0.198201,0.127784,0.335555,0.161502,0.252976,0.142008,0.176669,0.200385
SOX4,31.4317,27.1521,17.3008,15.6069,13.3287,8.96825,36.404,34.7502,31.1891,43.1169,37.8815,30.7465,15.2912,15.6355,14.8747,17.0707,15.9131,13.838,50.734,46.9786,35.3748,21.4278,19.7786,14.3523
SOX5,0.483898,0.414649,0.305073,0.453067,0.51234,0.297954,0.572492,0.469371,0.427467,0.494619,0.70465,0.554898,0.768753,0.844909,0.790659,0.57942,0.523225,0.438494,0.681174,0.727207,0.732978,0.866915,0.815098,0.619664
SOX6,0.126214,0.0769632,0.0587631,0.0976768,0.0813736,0.0730335,0.108187,0.0870247,0.0743968,0.0833711,0.083012,0.0564504,0.0978378,0.078317,0.0789493,0.109873,0.0977963,0.104838,0.103792,0.102405,0.042841,0.107043,0.0717305,0.0517705
SOX7,0.0729311,0.0454805,0.0440145,0.0917249,0.0314505,0.0135772,0.0524079,0.0777149,0.070887,0.0303715,0.0557289,0.0840868,0.083766,0.0271374,0.0807041,0.09739,0.0487446,0.0786749,0.053127,0.0877608,0.0532708,0.0937062,0.027659,0.1254
SOX9,4.25154,3.19376,1.9169,1.94689,1.97073,1.09844,1.727,1.62333,1.36135,2.651,2.25912,1.97264,2.04358,1.74195,2.14268,1.12515,0.89544,0.969931,2.51235,2.23051,2.17073,1.6707,1.69476,1.43261
SP1,11.6243,10.4174,7.66166,11.5233,10.2721,8.4148,10.9013,9.79963,9.6724,11.5662,9.59256,10.1405,12.4138,10.1451,12.5147,11.6294,10.561,11.201,10.4449,10.6371,10.2383,10.5779,9.42959,8.42519
SP100,57.3952,71.036,55.2033,60.7275,74.2126,53.806,62.6693,78.5098,70.4944,53.6457,67.0037,49.7647,49.3027,64.4757,55.0033,70.7879,83.631,75.003,50.5571,62.3757,49.6889,51.8568,59.1126,48.3479
SP110,13.0123,16.9299,15.553,17.2866,23.1473,20.2102,10.8287,14.9768,14.9975,10.4021,13.1761,11.8392,13.9735,19.0843,15.1774,14.2317,16.746,14.6402,7.04672,8.53873,8.51798,11.0336,15.0792,13.6118
SP140,8.27678,9.46587,8.99905,4.15117,4.63211,4.19884,8.76114,10.6202,8.92088,3.60148,3.06363,3.87869,1.70332,1.97327,2.13584,3.54242,4.49591,5.38559,2.9342,3.81598,3.74445,1.36301,1.92138,1.99096
SP140L,8.14818,10.3505,9.30663,10.8651,11.7289,10.0656,9.92584,12.0782,11.1257,7.65527,9.76862,9.65435,10.0354,11.2622,9.93138,11.6526,15.0963,14.0622,7.98863,9.04237,9.24752,9.19262,10.4768,9.44858
SP2,1.65486,1.01195,1.22423,0.519713,0.703029,0.965879,0.931931,1.06389,1.05843,0.654053,0.722449,0.899728,1.28689,0.630129,0.819253,0.484251,0.77485,0.816991,0.871935,0.678563,0.849073,0.563737,0.782721,0.782522
SP3,24.9649,26.9757,13.0694,23.3745,23.1267,11.9696,23.1288,24.1156,16.5492,25.3057,27.6359,17.5558,23.0141,23.2222,22.0612,24.1855,23.8413,18.9359,25.082,28.1259,18.2774,24.0194,21.4209,12.9027
SP4,4.40653,4.86537,2.70987,4.06254,4.49735,2.7829,4.23882,4.47205,3.57117,5.37006,5.77783,4.46357,4.98123,4.90302,5.4848,4.68057,4.69191,3.70287,5.13377,5.70105,4.73107,4.80182,5.04583,3.27323
SP6,0.20486,0.313452,0.294685,0.287503,0.267336,0.373658,0.320868,0.292305,0.328142,0.330758,0.297429,0.323638,0.184307,0.194542,0.327782,0.327466,0.289451,0.633582,0.322549,0.388461,0.517084,0.294006,0.24117,0.263674
SP8,0.024145,0.0794166,0.00740048,0.0580646,0.0638008,0.0702526,0.0293662,0.0108475,0.0207944,0.0114619,0.0536931,0.0380339,0.05569,0.0307849,0.0726325,0.0404627,0.0323161,0.112939,0.0122887,0.0225989,0,0.109889,0,0.0321589
SPA17,4.5547,6.54217,4.74035,4.61915,5.71568,4.53203,4.30214,5.24553,5.11495,6.02978,8.43551,7.01058,6.37326,6.90996,7.18401,4.65872,6.25403,6.264,5.82255,6.6486,5.09286,6.00715,7.03855,6.40958
SPACA3,0.601444,0.468734,1.15972,0.236939,0.0817527,0.655626,1.73302,1.06895,1.34854,0.642719,0.562422,0.510455,0.374723,0.589387,0.230608,0.405003,0.187766,0.222413,1.04066,0.128136,0.567363,0.415915,0.350608,0.726713
SPAG1,5.69188,6.58515,3.585,6.4176,6.69678,4.05638,5.28749,6.48899,3.89156,7.08348,9.18821,5.77021,7.38036,6.87649,7.07878,8.34316,8.92199,7.06869,6.98746,8.58649,5.56305,7.58554,7.71246,4.59258
SPAG16,7.79431,9.43941,5.53971,10.6339,10.1736,5.77542,8.16448,9.09008,5.59885,11.2341,11.4698,9.81179,11.548,11.343,11.8675,10.0497,9.80036,7.72281,11.6753,12.4751,8.09892,11.6767,11.2157,7.68287
SPAG17,1.50297,1.49605,1.17663,1.01803,0.924296,0.79023,2.07793,2.34968,1.61683,2.37437,2.93218,2.3287,1.83559,1.78331,1.86056,1.92497,1.97867,1.97414,2.59669,3.59641,2.45116,2.37952,2.38181,1.90292
SPAG4,2.03207,1.72135,2.35466,2.44479,1.94775,3.78361,2.03698,1.5223,2.10268,3.5132,2.72808,4.55688,3.89412,4.44069,3.63733,2.89898,3.1614,2.50733,2.70137,1.95387,2.67323,3.49416,4.97455,5.65024
SPAG5,44.922,49.3163,54.5174,42.114,46.3616,49.3351,34.8032,39.8094,39.6384,40.1113,45.9523,46.7711,37.3228,38.2906,39.969,31.7542,34.4176,37.3399,36.6548,38.0895,41.7866,30.9635,36.378,35.6638
SPAG5-AS1,0.237249,0.250393,0.25987,0.346229,0.244737,0.365327,0.125272,0.559734,0.373305,0.270778,0.342322,0.426738,0.491899,0.467054,0.334953,0.371819,0.283952,0.231076,0.448603,0.0952644,0.310523,0.219595,0.737446,0.410369
SPAG7,64.6596,79.1372,87.4285,62.5969,72.2624,83.8339,82.2838,92.1253,87.8599,62.7257,74.3748,78.8956,59.218,70.3651,53.3373,63.8448,79.5608,74.9205,65.5204,66.2619,66.2526,54.2821,75.7956,69.0428
SPAG8,0.363476,0.222669,0.336404,0.456863,0.414485,0.233996,0.216184,0.343717,0.30493,0.454977,0.405209,0.141224,0.540795,0.396859,0.301955,0.218131,0.342642,0.213116,0.487773,0.307438,0.360856,0.327134,0.427068,0.458444
SPAG9,27.3798,29.9925,20.3846,30.9263,33.7136,21.7555,28.4584,31.976,25.4728,35.2638,38.5854,30.3657,38.8438,36.3134,35.8562,37.456,38.4512,34.2626,38.5111,43.2126,33.0655,39.9214,38.5013,28.2218
SPANXD,2.26734,6.74867,0.00144712,4.79233,3.84826,2.40213,1.26754,1.37574,0.00258467,1.89409,5.67741,2.33569,0.82541,0.000590046,0.901895,1.02947,0.00173888,3.74308,4.40687,0.00130372,0.435727,1.82177,4.28584,1.06335
SPANXE,3.01293,5.7693E-05,5.46344,0,0.883304,3.32689,5.50455,8.90979,9.1853,7.18328E-05,0.00010724,0.649269,0.000386337,1.8858,1.55156,1.41302,5.33863,2.75647,2.43243,3.08106,3.21063,0.856699,1.16742,2.74235
SPANXN1,2.49691,4.27055,4.75896,2.08935,3.05806,4.00664,3.14304,5.31099,3.83501,2.76795,4.66159,3.14202,2.29793,2.87561,3.39703,4.38729,6.40265,5.04333,3.96081,4.04571,4.96894,2.9563,3.18702,3.765
SPANXN3,38.3519,54.2393,44.4366,25.3357,33.3746,30.4616,107.343,149.239,121.654,66.9235,116.816,109.196,44.2888,57.7439,61.584,40.0303,51.6227,61.8052,100.141,117.181,126.461,43.5379,56.0539,56.5449
SPANXN4,1.65681,1.55344,3.3436,0.404884,0.132075,0.350081,27.6297,39.1107,30.9916,1.51382,1.12155,1.43381,0.299481,0.150825,0.296166,3.0733,3.88012,2.2236,5.55815,4.3998,6.23414,0.758684,1.05145,0.802719
SPANXN5,0.416889,0.356843,0.633931,0,0.493732,0.0680897,0.397952,0.230851,0.812448,0.491425,0,0.314187,0.0706418,0.389064,0.252737,0.196215,0.0818235,0.428186,0.409871,0.467347,0.289385,0.182874,0.158849,0.078298
SPARC,437.085,407.912,333.752,468.923,411.035,366.179,397.631,361.93,366.195,477.115,404.523,413.169,436.119,377.24,445.736,446.734,406.794,415.505,403.848,379.222,385.391,377.655,331.527,341.413
SPARCL1,0.0436825,0.0621427,0.0303078,0.0705884,0.0670319,0.0465552,0.0297168,0.0340302,0.0151845,0.0637395,0.073357,0.00919018,0.168188,0.102144,0.060951,0.0354334,0.0372884,0.0669262,0.0440555,0.0874715,0.0636301,0.119295,0.123595,0.136256
SPAST,7.07174,7.75639,3.71477,7.07478,7.1452,4.03918,6.25835,6.80423,5.12038,7.85959,8.98291,5.82129,7.40248,8.22653,8.34742,7.63043,7.89571,6.41732,8.60362,9.46435,5.95452,9.05234,8.62234,5.12725
SPATA12,0.0110673,0.0399162,0.0316536,0.0448607,0.0676484,0.0204368,0.0187446,0.0626469,0.0376687,0.0912082,0.0396428,0.0804337,0,0.00977208,0.0339563,0.0392545,0.0767666,0.05274,0.023083,0.0541015,0.0418388,0.0329215,0.0102321,0
SPATA13,0.0610234,0.0868622,0.0776704,0.0834187,0.0588162,0.0394448,0.057461,0.0480148,0.0273955,0.0509274,0.0789414,0.0604162,0.0878327,0.125604,0.102635,0.0558935,0.0725645,0.0689437,0.122168,0.0885524,0.0665365,0.0926152,0.0768547,0.0957364
SPATA17,0.429889,0.472307,0.342628,0.346524,0.500032,0.337242,0.493295,0.412463,0.216255,0.499703,1.07824,0.593094,0.555536,0.62491,0.554708,0.424842,0.47617,0.186596,0.772767,0.57038,0.377411,0.535255,0.629411,0.561417
SPATA18,3.28604,3.59,2.18397,3.11077,2.8913,2.05312,2.30322,2.6069,2.29277,3.96325,4.23502,3.56204,3.25603,3.49689,3.28564,2.54504,2.46349,1.97556,3.48271,3.59002,2.98165,2.83898,2.71547,2.39524
SPATA2,2.27037,2.29505,1.5991,1.82546,1.92517,1.86773,2.57916,2.11101,2.47478,2.04169,2.22106,2.5889,2.51314,2.33676,2.38381,2.2787,2.0835,2.38376,2.86785,2.48934,2.75926,2.57289,2.38255,2.23908
SPATA20,34.9005,36.0262,51.2403,36.5049,37.5652,54.349,32.8035,35.8039,40.0147,34.7117,33.8818,38.7922,32.8481,39.7644,31.51,30.8357,34.4591,32.7366,32.4238,27.4673,33.3286,32.5003,37.716,44.8298
SPATA24,2.64228,3.20567,3.50731,3.39816,4.29521,3.68187,3.05025,4.26006,3.25183,3.3433,2.3768,2.21895,2.9317,3.14482,2.32878,3.83042,4.50926,4.56137,3.36134,3.90853,2.93958,2.88048,4.19919,3.55584
SPATA25,2.18769,1.90101,3.94282,1.96059,1.47225,2.90025,3.17011,4.38826,4.19915,2.05753,2.28623,3.17097,0.98842,1.47576,1.90784,1.97856,2.13417,3.87498,2.99246,2.04101,4.5408,1.4383,1.31943,2.07308
SPATA2L,3.66565,4.0948,6.77247,4.78212,4.60497,8.82398,4.78391,3.69737,6.4993,4.87119,3.9488,6.43045,4.61571,5.54888,5.22759,5.74625,6.20326,8.3827,4.59596,4.1626,5.78141,5.81823,5.53242,9.80113
SPATA4,0.869209,0.567065,0.402845,0.409935,0.390104,0.257149,0.702514,0.728903,0.617379,0.363631,0.722722,0.404579,0.369106,0.384904,0.200762,0.580825,0.525441,0.538539,0.384914,0.436054,0.199681,0.34847,0.564779,0.22669
SPATA5,7.82818,8.19061,4.4053,7.98896,7.83857,4.65755,6.55111,6.30237,5.21918,7.26512,7.57581,6.00881,7.66194,7.51367,7.59839,6.98341,6.26492,5.55908,7.03108,6.5164,5.54822,7.58153,6.56475,4.76409
SPATA5L1,10.8773,12.0877,10.4488,11.2329,12.1821,9.36106,13.3663,14.2423,14.542,12.9206,14.3731,11.1295,11.634,13.1726,10.5762,12.5666,14.4264,13.2168,15.1938,16.3694,13.1556,13.3692,14.3932,13.0948
SPATA6,0.791916,0.774438,0.464203,0.822215,0.63515,0.403488,0.423408,0.607558,0.442938,0.727096,1.07052,0.752379,0.7423,0.889585,0.942088,0.604494,0.60487,0.59033,0.612812,0.900363,0.610244,0.763658,0.830907,0.544193
SPATA6L,0.257241,0.29394,0.226072,0.314701,0.2244,0.133755,0.308206,0.282605,0.107956,0.304055,0.300888,0.233312,0.401912,0.235833,0.336072,0.328703,0.403253,0.282229,0.263664,0.23387,0.223423,0.357881,0.257534,0.204833
SPATA7,3.19815,3.72487,2.32005,4.35617,3.90749,2.27876,2.66964,3.3071,2.54728,4.97868,5.1851,3.86038,4.97466,4.8255,4.36203,3.96832,3.80984,2.77599,4.17041,5.94866,2.99497,4.78528,4.14483,3.31341
SPATA9,0.194713,0.240214,0.152493,0.308838,0.156646,0.105244,0.273454,0.361713,0.276418,0.227711,0.293485,0.120263,0.0581394,0.157303,0.120707,0.306616,0.343454,0.190162,0.122907,0.089399,0.0490216,0.163764,0.147763,0.13331
SPATC1L,11.858,9.96226,18.3737,13.775,13.2581,22.0402,11.2886,11.2568,17.2009,8.53496,9.51856,11.0959,11.3926,12.6258,10.602,11.678,12.9578,12.7683,11.7846,9.79623,10.9702,9.74383,11.1298,17.1699
SPATS2,20.405,21.0373,18.0824,21.3371,22.0827,19.7157,16.5614,17.7152,15.6168,13.822,15.1857,14.1042,18.93,17.1598,16.6315,18.5966,19.7476,19.1364,13.6217,14.9838,13.5837,16.3151,17.4854,14.6029
SPATS2L,32.8638,33.1546,24.4311,30.2433,29.4366,22.4376,33.2767,35.0688,29.2724,19.5287,21.4881,17.9376,22.0223,22.8926,20.3702,26.7695,27.812,24.8601,20.4129,21.0872,17.9737,22.5065,21.1308,17.8841
SPC24,20.2973,30.2397,48.1701,25.2281,30.285,52.2511,16.0182,21.5439,22.6333,22.8518,23.4906,27.6556,19.3441,23.3562,19.3588,17.8168,18.4302,27.6899,14.6523,16.9905,17.0191,12.3633,22.1596,22.1989
SPC25,10.1032,11.7161,6.86061,8.86168,9.50595,6.04645,6.21083,6.12908,5.15849,7.39125,8.4732,6.14695,6.57426,7.12078,6.27605,6.466,5.8891,5.2238,5.44321,6.00101,4.82795,5.36199,5.34172,3.94137
SPCS1,99.1026,96.8018,79.858,106.609,100.692,76.6284,103.638,99.0632,94.3913,85.8158,90.4367,79.1594,95.9023,104.324,89.6173,97.8041,91.4014,80.6781,97.1931,81.5016,76.4886,101.165,98.4232,95.7571
SPCS2,1.37643,1.15842,0.546588,1.03516,0.907183,0.549978,1.39403,1.27951,0.669574,0.999253,0.845799,0.547661,1.07454,0.762988,0.875867,0.977934,0.565167,0.776548,0.9298,0.88505,0.815255,0.914307,0.89943,0.635533
SPCS3,66.1348,60.9757,28.4595,55.5228,50.5415,24.5605,68.6892,64.9983,44.9986,50.2768,45.2377,29.8607,42.8288,40.4686,44.1703,61.1174,51.2139,44.7259,54.7257,55.8317,39.1479,54.1852,47.2614,25.9933
SPDEF,0.0252906,0.0724115,0.133938,0.0405397,0.0830114,0.22432,0.1193,0.0778066,0.0326129,0.213067,0.167739,0.282933,0.21259,0.112783,0.0423585,0.0788207,0.228768,0.0550079,0.0465223,0.0716797,0.187803,0.248598,0.166567,0.186904
SPDL1,27.736,37.5314,24.4608,29.6193,36.8423,26.1811,20.6493,28.4265,17.7867,24.7652,34.0507,23.3894,25.6061,28.5375,20.4734,18.3273,23.1234,18.7949,21.3622,27.7738,17.0068,18.004,21.2232,15.7955
SPDYA,0.253331,0.331946,0.272953,0.254604,0.442692,0.211775,0.387123,0.236143,0.254384,0.373961,0.650026,0.368164,0.233335,0.324623,0.276914,0.324189,0.208033,0.416416,0.260312,0.365305,0.191675,0.55565,0.35603,0.24307
SPDYE1,0.0731262,0.0546514,0.0219709,0.00875912,0.0161275,0.0659146,0.138703,0.0190782,0.0355886,0.111512,0.0721271,0.0421269,0.0577412,0.0457607,0.101578,0.0850482,0.0602294,0.0394577,0.115152,0.0924064,0.0417026,0.0876758,0.0347056,0.0521336
SPDYE3,0.0811323,0.1298,0.0698683,0.166811,0.257094,0.0929592,0.139131,0.160802,0.0993712,0.181074,0.0691523,0.0970613,0.0793021,0.0757393,0.0924206,0.0668215,0.0384845,0.101054,0.0559521,0.0520979,0.112346,0.0743718,0.116435,0.100393
SPDYE5,0.0317794,0.0158653,0.0463747,0.0176848,0.057516,0.0288565,0.0352741,0,0.0276885,0.0226181,0.0624164,0.0215963,0.0291786,0.0371681,0.0204762,0.00953937,0.0303668,0.0406165,0.0115834,0.0347003,0.0106783,0.0553286,0.026465,0.0544838
SPDYE6,0.0931222,0.038586,0.0435563,0.10693,0.0670191,0.0240277,0.0634658,0.0396676,0.115668,0.0796723,0.101028,0.109075,0.124994,0.106959,0.111502,0.0839823,0.108429,0.0684923,0.13063,0.0751925,0.081231,0.035454,0.051415,0.0457653
SPECC1,18.6833,22.8371,20.4528,20.2959,24.512,23.158,21.7275,25.6234,21.0837,26.04,29.8546,29.2962,26.1017,29.8349,26.4482,21.5063,26.4301,25.5322,27.3588,29.8294,29.9506,25.181,31.8065,29.64
SPECC1L,21.3413,23.4883,22.6612,21.4052,23.7516,22.9822,19.6578,21.5272,20.1603,20.9297,22.3843,23.31,23.6853,23.3299,22.6183,19.8485,21.5186,20.6699,20.105,20.2831,20.8474,20.2724,23.0874,21.3335
SPEF1,0.119484,0.0942642,0.163106,0.246282,0.0540769,0.0372057,0.194199,0.231372,0.160777,0.136794,0.302292,0.215754,0.218628,0.0850708,0.267532,0.183285,0.201966,0.246492,0.0563483,0.142162,0.260634,0.273772,0.59862,0.289458
SPEF2,0.988853,1.18087,0.635008,1.24837,1.18064,0.647979,0.886615,1.11788,0.654861,1.37585,1.75392,1.30197,1.75982,1.73982,1.6894,1.36894,1.37204,0.989919,1.35809,1.98365,1.193,1.60177,1.61756,1.04516
SPEG,22.7812,23.9859,40.3288,23.0728,24.8689,41.3708,20.1445,18.6004,26.4615,31.9477,28.3648,41.9762,23.2359,23.8708,26.9046,17.9786,18.1916,24.0491,26.3143,24.9581,34.6401,20.1435,24.5017,32.2096
SPEN,7.10633,6.46844,4.37813,3.96319,5.60732,4.61657,5.09734,5.81997,4.98019,6.41371,5.93692,7.63939,7.40068,7.02093,7.51219,4.02567,3.807,4.68309,7.16484,7.59247,8.26162,5.71234,7.10272,5.82132
SPG11,11.0628,10.7471,8.18111,10.8264,10.1917,7.92563,10.5865,10.576,9.80559,14.1079,14.2687,12.9343,14.2504,13.1657,14.6564,11.7333,11.6633,11.0811,13.6901,15.732,13.2694,13.7597,12.7694,10.7748
SPG20,22.5171,22.6105,12.3531,22.8306,21.6289,13.3044,22.8136,22.6507,17.5224,20.2688,22.0715,15.283,23.0238,20.167,20.8268,26.9009,25.4177,21.7044,19.1181,23.029,15.32,22.1566,20.2067,13.9986
SPG20OS,0.351752,0.316438,0.449051,0.194178,0.389697,0.269502,0.197124,0.34326,0.581529,0.377628,0.301102,0.368572,0.504462,0.395924,0.436731,0.502507,0.662596,0.566098,0.89109,0.553196,0.191617,0.359508,0.270234,0.423083
SPG21,57.2042,48.5232,40.6109,54.4389,43.9646,38.9059,56.4399,50.3017,50.83,50.2989,42.4167,37.572,52.0593,41.7213,49.4314,58.9632,48.3762,50.7371,47.8091,45.177,40.8226,50.1068,39.0707,37.401
SPG7,29.6851,32.9626,43.049,34.134,38.8913,44.9017,30.5865,34.1692,36.2429,32.4742,32.371,34.3277,34.2779,37.4625,31.5219,32.33,35.2526,35.0175,32.7169,31.2983,33.5664,33.7364,43.2448,41.6799
SPHK1,149.027,158.536,250.95,110.813,117.708,168.248,203.897,207.448,245.942,129.584,129.925,141.853,72.5942,76.0738,60.6566,130.449,136.879,130.838,171.383,151.546,171.164,91.2057,103.641,120.109
SPHK2,5.75729,5.86081,8.22936,5.78927,5.57082,9.64011,4.72123,5.26328,6.54122,5.03593,4.42391,5.48158,5.54171,6.29128,5.21954,6.18608,6.10846,5.85875,4.80084,4.19001,5.55649,5.13268,7.02817,6.89397
SPICE1,3.56521,3.79549,2.39014,3.72306,3.96568,2.60762,3.49972,3.83339,2.92743,4.72531,5.60362,4.02032,5.37951,5.26662,4.96094,3.99052,4.30106,3.86623,4.92927,5.82435,4.58553,4.92052,4.62678,3.66599
SPIN1,42.6221,39.7254,25.3114,45.0732,42.2576,27.8405,35.8767,33.1141,29.2762,47.6702,45.1129,36.3395,50.3797,42.8669,46.6493,40.1407,36.4486,31.6701,42.1357,44.2968,34.6622,43.8725,35.79,28.7232
SPIN2B,2.25438,2.95677,2.1242,2.77903,2.66719,1.98293,2.24432,2.65239,2.95753,2.87088,3.07661,2.95587,2.71408,3.40831,3.48228,2.35377,2.78449,2.58779,3.03935,2.78997,2.48532,2.80147,2.89001,3.05442
SPIN3,4.62301,4.41608,3.15633,4.94028,4.53282,3.39381,5.19536,4.6225,4.65407,5.92534,5.46165,4.54502,5.67076,4.93584,5.59307,6.33785,5.86352,6.16345,5.55448,6.59408,4.82916,5.50795,5.31001,4.39938
SPIN4,4.79412,4.02855,1.80913,3.83073,3.26049,1.36683,2.98297,2.83535,2.26222,3.37452,2.91663,2.08629,3.09829,2.4715,2.99602,2.91877,2.44815,2.21029,2.64475,2.82336,1.93711,2.5865,2.07356,1.29651
SPINK1,14.017,12.8398,11.9123,8.18196,11.1284,7.88432,20.769,20.2838,16.8343,13.4489,11.8036,13.6154,7.09574,8.1139,8.6496,13.3075,12.7389,16.3795,16.8041,15.3216,15.221,9.30636,9.77325,9.5142
SPINK13,0.168745,0.389724,0.0425413,4.08012,3.09501,1.74187,0.268346,0,0.473238,0.520351,1.15574,0.524153,8.18022,6.61455,9.10564,2.56551,1.13683,1.47313,0.705659,0.607376,0.468562,6.06332,5.02968,4.41776
SPINK5,0.0279116,0.040616,0.0300412,0.0513941,0.065184,0.0359933,0.0230677,0.0264165,0.0351994,0.00650962,0.0986011,0.0332836,0.0737547,0.0551484,0.0409352,0.113617,0.0872479,0.1364,0.0480027,0.0804727,0.0311566,0.113535,0.098201,0.0963714
SPINK6,0.15353,0.187402,0.271846,0.19194,0.128472,0.193963,0.0432189,0,0.055008,2.30929,2.88652,2.92235,1.14161,1.21533,1.95845,0.178017,0.185253,0.165534,1.3259,1.29173,1.66156,1.17179,0.916311,0.680794
