Gene_Name,CTRL_0,CTRL_1,CTRL_2,P4_0,P4_1,P4_2,IL1B_0,IL1B_1,IL1B_2,FSK_0,FSK_1,FSK_2,FSK_P4_0,FSK_P4_1,FSK_P4_2,P4_IL1B_0,P4_IL1B_1,P4_IL1B_2,FSK_IL1B_0,FSK_IL1B_1,FSK_IL1B_2,FSK_P4_IL1B_0,FSK_P4_IL1B_1,FSK_P4_IL1B_2
BAG1,11.5865,11.7995,10.5568,10.8997,10.7531,10.1081,13.0737,13.5276,13.017,13.4626,14.1873,13.3747,11.2863,11.6435,12.2133,10.8165,12.4569,12.4156,12.8432,12.007,12.586,10.7103,10.8416,10.3019
BAG2,35.1668,36.9041,22.8715,44.0871,43.125,30.1271,34.3423,32.8801,28.6883,43.0234,45.1352,34.9818,40.1824,42.1994,40.6357,46.0872,46.1373,40.0109,45.4212,48.4436,36.6292,45.8015,41.6548,30.696
BAG3,49.5519,50.3652,51.2281,56.716,59.3292,60.9542,47.546,49.3419,51.5054,41.8075,39.6573,49.1097,53.3433,60.0145,58.3268,56.5613,60.9433,58.4705,42.8233,39.4658,45.5843,56.355,61.9774,57.7575
BAG4,10.2958,10.5715,5.15382,10.2694,9.6266,5.1837,8.78248,9.32864,6.82277,9.33543,9.96155,6.92945,9.30815,9.87224,10.066,10.0006,9.18924,7.83429,9.48603,9.60443,7.50601,9.91909,8.81233,5.80287
BAG5,19.1819,19.4546,12.0701,19.7087,19.2159,12.416,18.8646,19.5228,14.854,18.5509,18.0521,13.5593,20.0553,18.2207,17.2104,20.202,18.5554,16.429,18.3337,18.0792,14.242,19.7594,17.7767,12.9433
BAG6,63.6715,56.5854,71.1774,53.1748,53.0984,71.0183,67.5637,66.3112,78.902,57.7087,47.9566,68.9205,58.1193,53.3545,54.7003,54.7896,52.2266,58.2991,57.7315,48.0882,67.3954,52.1172,55.5931,71.8349
BAGE4,0.0504302,0.0638865,0.0423891,0.0492043,0.0721285,0.0369533,0.0627359,0.0595752,0.0376944,0.05843,0.0510216,0.0409514,0.0438933,0.0534385,0.0540001,0.055242,0.0521906,0.0428934,0.0553378,0.060673,0.0473742,0.0568259,0.0605775,0.0486016
BAGE5,0.558866,0.577733,0.748961,0.79282,0.843006,0.854384,0.17927,1.0021,1.02297,0.342612,0.696956,1.03435,0.761912,0.916816,0.903048,0.644254,1.15221,0.835727,0.750413,0.171461,0.871882,1.09131,0.197567,0.585863
BAHCC1,1.03941,1.07959,1.14622,0.674163,0.793491,1.11336,0.852802,0.790248,1.09848,1.07809,0.906713,1.33782,0.932752,1.00582,0.873,0.707385,0.703964,0.756912,1.08461,1.00614,1.31231,0.719957,0.94209,1.10801
BAHD1,6.5647,5.71944,8.31443,6.09644,6.50954,8.22186,6.2231,6.711,7.71525,5.67492,5.49318,6.9486,6.54868,5.47309,6.27202,6.57506,6.16745,8.08682,5.7127,4.85134,6.87008,5.80402,6.42957,8.3556
BAI2,2.66253,2.85029,3.92872,2.53508,2.24868,3.38741,3.39386,2.97996,3.87176,3.51035,2.80257,3.40318,2.04381,2.00519,1.8995,2.78844,2.62662,3.03141,4.05293,2.98261,4.44631,1.88923,2.01768,2.70229
BAI3,2.35979,3.02397,1.83806,1.3692,1.33506,0.928146,1.255,1.41687,1.0909,0.931688,1.08551,0.76187,0.81734,0.849732,0.752892,1.18089,1.13118,1.04774,0.880587,0.976035,0.871997,0.815069,0.741644,0.64514
BAIAP2,7.68599,8.49354,11.6117,8.20741,7.63827,11.9333,6.53125,7.51113,8.65613,8.97954,7.26525,9.09032,7.24465,8.51858,6.87748,6.94521,7.8974,7.41146,7.44931,6.80438,8.51757,6.40609,6.77437,9.40587
BAIAP2-AS1,2.70176,2.75347,3.88111,2.80837,3.14832,4.68836,2.4232,2.49847,2.68393,3.56614,3.27759,4.14283,3.29605,4.02424,3.71288,2.60524,3.1973,3.49192,2.91382,2.61204,3.29974,2.66647,3.57812,3.94573
BAIAP2L1,3.82365,4.01665,3.22353,3.41708,3.55263,2.96738,2.92477,3.57553,2.78703,2.8413,3.06221,2.74167,2.97357,3.06061,2.41313,2.728,2.89266,2.43443,2.13046,2.6154,2.07537,2.02037,2.06056,1.91322
BAIAP2L2,2.28574,2.80302,4.08337,3.08459,2.85293,4.16743,1.8986,2.9755,2.8044,0.777756,0.90743,1.01255,0.91538,1.321,1.17709,2.76494,3.34331,3.27659,0.620943,0.663935,0.845832,1.78255,1.15144,1.61366
BAIAP3,0.27339,0.303138,0.441495,0.153887,0.227431,0.566246,0.211676,0.267469,0.428566,0.232576,0.237161,0.429925,0.208139,0.404873,0.272291,0.161782,0.278041,0.318038,0.264668,0.240016,0.238991,0.234224,0.399612,0.342108
BAK1,8.90192,8.92765,13.5463,10.2574,10.8025,14.7888,8.88658,7.54001,11.3772,7.57569,6.64791,9.50303,8.47646,8.27323,9.63962,11.2613,10.9137,13.5207,7.00451,6.27968,9.69502,8.44282,8.85588,11.2081
BAMBI,15.5179,14.2998,13.3438,21.5555,19.6659,20.7346,19.3183,17.5168,18.7089,21.4177,20.8218,19.1904,24.9756,23.3779,21.9052,24.7046,25.5434,23.6052,23.2425,24.2707,24.3567,28.8341,27.7642,25.5299
BANF1,35.7456,37.096,42.4329,34.8148,35.7569,46.9313,34.7072,35.7269,41.2245,25.8417,23.3607,27.25,26.9623,31.7573,24.1879,28.6251,28.332,28.3457,26.0452,22.6811,25.5704,25.4405,29.9438,31.4655
BANK1,0.0382358,0.0141731,0.0269373,0.0134293,0.0512686,0.0253678,0.0656915,0.0679514,0.0487421,0.0412945,0.00942844,0.0395864,0.0321129,0.0255375,0.0346797,0.0294465,0.0281072,0.00880751,0.0181106,0.0565469,0.0514674,0.00863283,0.0691792,0.00570311
BANP,8.32798,10.0625,11.1842,8.92254,9.89437,10.1048,9.41185,10.9038,10.5185,9.14832,10.5335,9.91447,8.36049,9.54366,7.50194,10.0676,12.5989,10.9521,9.31012,9.03096,8.93845,9.11136,10.8927,10.8379
BAP1,27.4764,27.656,35.8738,29.1711,29.906,39.2139,27.1333,25.9154,32.5803,26.3816,25.0952,32.941,28.2328,27.0613,29.8979,28.4097,30.2555,32.597,25.1626,23.4979,30.349,26.2851,29.4427,35.8211
BARD1,21.0189,24.1247,18.1631,20.7311,23.6576,17.9643,18.1604,19.9024,16.6061,20.2565,23.054,18.7776,19.2071,20.283,16.9602,17.9517,19.0543,18.0757,19.6885,21.0896,16.0353,16.9158,18.4466,14.4586
BASP1,87.4201,95.7147,86.0043,81.0093,72.8107,75.0496,111.958,106.124,116.109,111.57,108.906,117.058,106.052,102.888,116.431,96.5776,98.4589,109.876,133.634,127.082,139.666,123.125,115.047,104.617
BASP1P1,0.0635049,0.12773,0.100133,0.0908662,0.103107,0.0964453,0.0299787,0.216558,0.100496,0.145621,0.155871,0.266467,0.065482,0.0834298,0.306584,0.0263104,0.118846,0.0489393,0.152573,0,0.0499885,0.179103,0.138235,0.380054
BATF2,2.12199,1.94452,3.22696,1.69691,1.61692,2.41471,1.1122,1.6458,2.43029,1.56519,1.58561,1.93201,0.955447,1.20132,1.14152,1.42412,2.2354,2.14514,1.1271,1.01471,1.49454,1.00341,1.11556,1.28415
BATF3,14.6276,16.5246,24.8059,12.2827,15.6626,20.3878,17.6722,20.182,23.4774,9.93383,11.1833,12.8709,8.5545,10.8642,7.39098,11.7415,15.3654,14.0943,11.9771,10.8235,13.4994,8.8938,10.3058,12.4205
BAX,133.223,132.446,208.796,116.437,139.698,203.857,130.422,137.236,174.736,111.432,111.426,157.002,106.301,123.53,110.788,102.415,111.912,132.746,110.748,96.9383,142.503,105.548,132.953,170.917
BAZ1A,21.8739,27.1338,17.8794,25.6938,29.1886,18.5913,26.4013,30.9563,24.2511,20.5826,24.8642,17.9405,23.0031,25.4489,23.3826,30.5479,35.4178,30.8363,24.8569,29.6792,20.677,26.621,26.7501,18.6269
BAZ1B,30.7188,35.1373,28.8388,29.3939,34.3154,30.2787,27.8145,32.6019,28.1307,29.4434,32.4331,30.2816,33.3668,31.3268,30.2465,27.5997,30.3734,30.9116,27.0598,30.5771,26.4138,26.0777,29.8573,24.2901
BAZ2A,8.19854,7.27488,6.64043,6.59292,6.78742,7.19499,7.31012,7.40173,7.66728,8.23374,6.77257,9.23432,9.94973,8.13366,10.5179,7.06085,6.40747,7.86203,7.95876,7.60411,9.43884,7.88159,8.52475,8.98937
BAZ2B,9.61761,11.3893,6.95563,8.75178,9.41046,6.45956,11.4334,13.5714,9.67504,14.732,17.7104,13.8177,14.7523,14.4828,14.1166,11.6116,13.41,12.3895,16.0074,20.2827,13.6146,13.9799,15.3772,11.1781
BBC3,11.6235,14.6509,19.266,12.5238,12.9291,16.159,14.8763,15.1265,18.4042,16.1896,19.1941,22.8411,12.6737,13.3523,13.9862,14.3104,15.8304,18.5452,18.2023,17.2059,25.7053,13.0723,14.4362,19.339
BBIP1,9.36624,10.2096,4.72239,9.59637,8.82362,4.70267,10.8474,11.5093,7.15067,8.4913,9.87234,6.82046,10.5421,8.98009,9.78487,12.673,11.0421,8.74779,10.3069,11.844,8.29481,10.0492,10.1183,6.4892
BBS1,3.48348,3.37841,3.54217,4.06279,3.5701,4.49998,3.33588,3.4015,3.61662,4.50826,4.02588,5.02052,5.15618,4.87563,5.26368,3.80112,4.29294,4.23801,4.31715,4.33228,4.624,4.3052,5.40837,5.51997
BBS10,9.74098,9.74356,5.31535,12.4122,11.3722,6.3692,9.35773,9.11757,6.89931,10.9805,10.7628,8.01027,15.2105,13.6127,15.0562,13.7261,12.5701,10.7666,10.9335,11.438,8.35328,16.1049,12.9105,9.77413
BBS12,3.63625,3.4946,2.33679,4.24889,4.35621,2.90141,3.92519,4.09957,3.64755,5.70775,5.88188,4.96714,7.94139,7.80599,7.61158,5.73121,6.15739,5.3217,5.9847,6.80853,5.05089,8.2362,7.29084,6.78322
BBS2,11.7847,11.2642,8.5601,11.865,11.9489,9.24436,9.4553,9.69977,9.01535,12.0069,12.4046,10.2621,11.145,10.7071,10.9922,9.38187,9.41221,9.76671,11.3841,10.575,10.4036,10.484,10.7305,9.87895
BBS4,6.33278,7.03666,5.95415,6.20684,6.84671,5.88308,5.84595,6.6049,6.08859,7.39324,8.30508,8.3365,7.96176,8.88629,9.25051,6.52575,7.02691,7.61788,6.96997,7.75978,7.21649,7.64704,8.27655,8.61226
BBS5,1.00173,1.09543,1.04634,1.35667,1.20186,1.04912,1.0739,1.26565,0.886024,1.35105,1.54081,1.15588,1.41995,1.78632,0.972249,1.44382,1.40403,1.23344,1.24482,0.981135,1.02881,1.43856,1.60459,0.840902
BBS7,12.5761,14.6999,10.1503,14.3346,14.2921,11.2779,14.4801,15.7576,12.6083,16.962,19.3139,15.6087,19.2833,18.8816,18.7334,16.8634,16.4741,15.8227,18.2833,21.5685,16.3752,18.5229,18.507,14.7497
BBS9,3.31072,3.191,2.18636,3.38817,3.47643,2.25913,2.99245,3.0064,2.80169,4.17992,4.4937,4.03885,4.60928,4.00789,4.46708,3.49088,3.57248,3.06075,4.16054,4.61378,3.93603,4.19208,4.28181,3.66959
BBX,20.1671,21.3602,12.0783,23.6061,23.5306,14.8277,18.4493,19.4478,14.8496,23.4848,24.0182,18.0217,28.0429,25.9728,26.5587,26.8504,26.3803,22.69,22.2296,25.4938,18.7884,27.428,26.035,18.1917
BCAM,2.46332,2.55048,4.97958,2.10406,2.85661,4.6791,1.66811,2.02973,2.77282,2.87485,3.15514,4.30083,2.61721,3.05271,2.56039,1.8774,2.66403,2.7077,3.03775,2.57844,2.74027,2.49147,2.94422,3.17106
BCAN,0.764808,0.620258,0.761413,0.403072,0.553351,0.77205,0.532644,0.314235,0.789488,0.514743,0.684484,0.608723,0.369033,0.435488,0.406947,0.561213,0.398028,0.681957,0.475779,0.524196,0.807556,0.429219,0.534353,0.564555
BCAP29,18.9659,18.4869,9.99516,20.3157,18.4699,10.6992,19.4578,18.9243,14.0599,13.9489,13.7326,10.5705,16.8416,16.5788,18.401,21.2282,18.62,16.919,15.4738,15.6854,12.7099,21.8256,19.7203,13.3809
BCAP31,134.545,123.462,158.408,140.756,133.447,162.819,139.379,135.403,160.568,123.922,101.686,125.5,142.04,126.272,132.311,137.696,129,142.028,114.431,99.8487,122.807,130.868,134.619,169.948
BCAR1,41.5913,45.6821,71.726,50.1632,51.2104,77.0496,45.6786,47.7435,62.1057,49.8578,48.0038,57.236,43.0989,51.7096,45.4381,52.0666,57.9962,55.1248,53.1737,42.351,59.4138,49.3394,58.5824,68.9945
BCAR3,67.8151,72.54,74.679,62.6275,66.3762,67.6279,58.7018,62.1709,62.275,69.0969,72.6264,79.2936,46.6374,52.6229,51.1732,45.5986,49.4316,50.4886,65.5806,61.0436,70.6003,44.9602,49.9104,48.6608
BCAS1,0.181607,0.242252,0.199674,0.270934,0.277473,0.286092,0.177572,0.216414,0.111536,0.277431,0.23221,0.249232,0.264551,0.324039,0.386408,0.257824,0.273183,0.351523,0.204949,0.270146,0.232536,0.165038,0.322225,0.269474
BCAS2,41.5956,45.9388,28.8476,38.6333,47.4826,26.8626,43.5712,52.0633,31.4338,46.966,53.4457,41.2468,46.3802,52.6065,44.2568,40.8462,39.6081,34.5124,50.1652,59.2648,40.3305,48.0065,52.226,33.9979
BCAS3,2.83431,3.28135,2.76935,2.52802,2.71216,3.20964,3.84571,3.22912,3.25863,4.42757,4.42404,4.80869,4.6882,4.14986,4.40215,3.40303,3.44828,3.26661,4.25033,4.48757,4.71004,4.01539,4.31766,4.92041
BCAS4,9.25412,9.77219,12.2219,9.51392,9.91843,10.734,13.3641,13.4478,13.8716,19.5033,16.5142,19.8495,12.7395,14.4202,13.5567,10.4185,10.3348,10.6387,21.9853,20.8697,24.5279,15.0989,15.1099,17.2069
BCAT1,43.4718,42.6602,22.4525,41.2617,39.71,23.7081,49.8525,48.5108,37.9514,36.1219,36.5525,26.4049,32.4617,32.3127,36.1555,50.3754,46.2178,41.7115,45.676,48.8011,35.6867,47.0893,41.5907,29.3374
BCAT2,36.0702,41.2922,55.8635,49.1429,50.9001,69.4974,33.6641,36.2133,38.6595,32.1023,30.7393,37.0057,41.5917,45.9122,39.5446,43.5692,47.7424,45.9992,30.1824,26.0298,31.7965,40.1531,43.8314,55.7199
BCCIP,75.9956,90.4988,69.5611,73.7673,88.1931,63.2121,85.9646,104.619,81.2319,47.2376,55.662,45.7992,51.2573,63.53,54.8745,71.8608,82.513,76.7187,48.8013,57.3258,46.1025,52.8517,57.2972,44.5761
BCDIN3D,2.32399,2.27626,1.61655,2.9006,2.03012,1.59904,2.74179,2.25169,2.56963,3.00402,2.94087,2.3491,3.52322,2.50818,3.33036,3.16178,2.71759,2.23994,2.76978,3.20318,2.86606,3.32684,2.86051,2.53377
BCDIN3D-AS1,0.309838,0.304729,0.287237,0.203316,0.277168,0.187139,0.365273,0.221698,0.230456,0.524413,0.29094,0.364204,0.317732,0.4044,0.331783,0.238241,0.203831,0.259085,0.329884,0.311374,0.377636,0.44408,0.22115,0.255297
BCHE,0.654321,0.793905,0.399588,0.693251,0.741983,0.449603,0.427942,0.341953,0.236737,0.710155,0.643667,0.688797,0.864646,0.777175,0.881668,0.364843,0.452158,0.338261,0.670051,0.766467,0.442514,0.691521,0.58895,0.452496
BCKDHA,13.5516,14.643,18.1139,14.1018,13.731,17.6376,16.5092,16.6831,17.8835,16.7888,17.1748,20.7213,13.8114,16.6952,15.942,15.4501,18.6379,14.1284,18.4062,17.2534,17.649,16.7884,17.7959,20.3566
BCKDHB,5.43925,6.06284,5.08096,7.18058,6.07,5.43108,5.48952,4.39982,4.75262,8.30398,7.5755,7.47229,9.60876,7.74867,9.3755,6.45258,5.52433,5.27512,7.31994,6.53464,6.08899,7.67888,6.12392,6.38685
BCKDK,23.9288,24.5609,33.9087,24.8894,26.4268,37.551,26.2983,26.5574,30.8857,17.3036,17.4606,19.8337,18.9244,21.7596,18.1671,22.2717,24.6887,23.9313,17.2206,15.7378,18,21.0283,22.4466,25.5878
BCL10,23.2317,23.7771,13.505,26.4772,23.5305,14.5553,26.6729,28.7925,22.1509,26.1908,28.6528,20.8489,22.7493,21.4447,20.6841,25.1747,24.6437,21.3911,36.0073,37.864,27.1923,23.6453,21.6679,15.1702
BCL11A,0.575114,0.51019,0.282129,0.305335,0.385898,0.21808,0.520387,0.582817,0.441702,0.409303,0.519396,0.383835,0.279773,0.28476,0.307081,0.318246,0.313286,0.251654,0.413987,0.470806,0.377544,0.306099,0.282867,0.211032
BCL11B,1.00718,0.884109,0.511922,0.339684,0.288603,0.170338,1.61282,1.73421,1.22356,0.779679,0.748733,0.584267,0.367726,0.357474,0.216926,0.308469,0.288637,0.27579,0.98566,0.763152,0.823731,0.529358,0.409224,0.267185
BCL2,1.57847,1.50624,1.20471,1.64921,1.09708,1.28285,1.72503,1.33761,1.37268,1.20752,1.05196,0.933184,0.708954,1.23251,0.864882,1.06852,1.09989,0.905723,1.26551,1.48825,1.32817,1.1902,0.890517,0.819749
BCL2A1,18.2965,24.7154,19.1328,3.44052,4.76661,3.63179,71.3382,88.7871,69.8187,5.07972,7.00544,6.17767,2.57188,2.81125,2.24721,12.8875,15.3648,14.127,25.6828,27.4294,24.576,6.68551,5.97265,5.05305
BCL2L1,60.0077,55.3182,69.708,87.9891,82.9838,110.076,40.3918,41.7969,50.3805,31.444,26.9364,34.5288,50.8848,47.2924,54.2044,62.9712,59.5013,68.6997,27.7776,22.1896,33.2544,45.6563,45.2976,56.9749
BCL2L11,0.522109,0.384434,0.507408,0.461236,0.518728,0.834005,0.50407,0.743524,0.741088,1.508,1.65886,1.20723,1.59655,1.21799,1.26678,0.658912,0.559558,0.755926,1.40722,1.44666,1.11398,1.315,1.38957,1.17977
BCL2L12,10.4099,9.83033,12.9552,11.864,10.3028,14.4163,9.71685,10.2062,12.3045,7.86599,7.11311,8.64263,8.90072,9.47301,7.58293,10.5772,9.89215,10.6071,8.39825,6.31237,8.16516,9.47202,9.44529,11.1281
BCL2L13,24.8398,22.5299,21.5225,23.4294,22.909,21.2329,25.3675,24.8361,26.0713,24.9389,25.2838,24.545,27.5864,23.9981,27.23,27.9935,26.5834,26.6175,25.5145,24.0732,25.1966,26.4463,23.1653,22.8422
BCL2L14,0.0537902,0.035083,0.0741826,0.0559257,0.181233,0.0816386,0.0308429,0.0440157,0.029041,0.10265,0.135826,0.0782173,0.0708756,0.0287338,0.1606,0.307367,0.296599,0.167756,0.0538302,0,0.095558,0.206168,0.14491,0.143268
BCL2L15,0.0371858,0.0389651,0.0234226,0.0471387,0.0630562,0.00995589,0.024917,0.0277515,0.0215406,0.0386265,0.0354966,0.0267126,0.0354309,0.0271715,0.00979448,0.0298904,0.00501173,0.029835,0,0.0646882,0.0441101,0.00574498,0.0494032,0.0335137
BCL2L2,19.9522,18.7652,21.8515,19.0131,19.3164,20.0956,21.2264,19.9606,23.4939,17.1507,15.794,18.0254,17.0746,15.1129,18.4846,20.9963,20.0699,23.8499,17.3748,15.9516,20.189,18.0598,17.7911,19.0152
BCL2L2-PABPN1,40.0715,39.1828,40.5474,42.4263,39.3073,36.9867,46.2978,43.3038,44.1563,40.6098,35.8004,39.0232,39.5815,36.9323,40.7558,44.8235,36.3164,44.5229,36.5357,33.5793,39.6112,40.5504,43.3943,40.2843
BCL3,1.72823,1.78537,2.76259,1.83526,1.33204,1.80503,3.06216,2.32614,3.27043,2.81572,2.50483,3.72025,1.9663,1.88893,2.5401,1.77772,2.07875,2.10777,4.24448,2.75187,4.26229,2.58291,2.69553,4.31945
BCL6,5.72192,4.68563,4.06949,10.2548,9.23899,8.14779,4.9965,5.3514,4.78617,5.33693,5.56272,5.25175,11.4598,11.0752,10.3506,8.30355,8.6452,7.12782,5.98045,5.22173,4.81222,10.036,10.2477,8.74224
BCL7A,2.42486,2.45707,2.79713,1.95906,1.99575,1.84257,2.38439,2.41635,2.75588,1.73651,1.68437,1.82427,1.48887,1.4061,1.20849,1.39635,1.39645,1.46238,1.38203,1.28838,1.65727,1.40475,1.29708,1.50087
BCL7B,37.9113,39.2612,55.2885,36.3154,36.7771,54.4329,40.7173,44.2271,56.5432,32.7702,29.6003,34.9927,29.5825,28.0473,26.7546,37.6265,39.6624,44.3988,31.4013,27.8466,37.1258,28.7898,34.4807,42.2573
BCL7C,57.2997,68.6943,102.959,68.8365,76.4394,111.151,50.6481,54.7659,63.679,48.5055,51.1416,76.9435,50.709,59.3974,58.9163,47.2984,61.3727,64.2349,44.4307,35.2996,56.4964,47.8014,65.6892,86.4744
BCL9,1.95162,1.6817,1.28598,1.33119,1.37204,1.19478,1.55932,1.45758,1.73676,1.54792,1.55849,2.02658,1.69014,1.36037,2.07526,1.43069,1.20245,1.39933,1.82366,1.60836,2.13728,1.41523,1.49234,1.49649
BCL9L,8.86733,7.21054,7.72142,6.5487,7.32603,9.45345,6.12045,6.00592,7.52304,8.02765,5.95626,10.3364,10.5709,8.99874,11.5906,6.88484,7.0751,7.83827,7.89544,7.01383,9.6102,8.7079,10.0386,11.7523
BCLAF1,35.148,38.2862,20.5403,33.7697,34.2445,20.1991,35.0066,37.5968,28.3131,36.142,40.4551,28.3527,36.8892,36.1003,36.5365,35.3372,33.9085,31.0422,37.6239,42.6802,28.4667,37.2595,34.1468,22.3296
BCO2,0.107453,0.139921,0.119061,0.0563598,0.178551,0.128162,0.0933422,0.101744,0.0824955,0.119372,0.290735,0.169353,0.322236,0.367007,0.284254,0.142481,0.138044,0.133168,0.145775,0.180982,0.203552,0.23373,0.242542,0.247566
BCOR,9.68527,9.25548,7.30636,6.97794,8.65886,7.93909,7.31362,8.36851,7.3923,11.157,10.7219,12.1615,11.778,12.4877,11.9097,8.78257,8.55851,9.14433,11.1796,12.3635,12.3422,12.0488,13.3464,11.6947
BCORL1,0.875654,0.75661,0.722296,0.666102,0.669067,0.688727,0.639207,0.69964,0.613619,1.12408,0.662348,1.34871,1.23684,0.90329,1.19987,0.59473,0.70252,0.749648,0.947316,1.0323,1.33876,0.758436,0.938379,0.944901
BCR,16.266,16.2985,19.8925,16.6449,17.2187,20.73,16.388,16.6304,18.699,15.0646,13.7906,16.5167,15.9475,16.6286,15.5199,16.0354,15.8092,16.9843,14.1317,13.1485,16.0405,15.1452,16.8473,18.5189
BCS1L,25.9331,27.3201,38.99,28.1457,32.2406,38.2617,25.5047,32.0548,35.0553,22.0392,22.8923,27.6169,23.1795,25.8273,23.6802,24.6102,29.6479,30.2439,20.4669,21.2822,23.2628,24.6343,28.1533,30.7449
BDH1,1.07279,1.10615,1.35408,1.08491,1.3388,1.27615,0.822946,1.12758,1.15462,1.01336,0.770342,0.888325,1.29712,1.08316,1.19436,1.1985,1.19196,1.2125,0.701725,0.748725,0.718375,1.1418,1.02476,1.12162
BDH2,2.25192,2.60408,1.72674,2.51092,2.76942,1.73907,2.31031,2.27222,1.75667,3.36384,3.33892,2.7918,3.79638,3.21956,3.60491,2.98944,3.1062,2.85452,3.27876,3.89738,2.5031,3.47859,3.52556,2.29041
BDKRB1,13.8891,10.7333,17.3808,5.47267,4.46203,6.85475,14.5904,13.1714,15.6822,11.5124,8.63997,11.6613,4.99962,3.57462,4.21949,6.85236,5.95388,7.28271,12.2653,11.1887,12.9669,6.75709,6.17157,7.21595
BDKRB2,0.138088,0.082875,0.08125,0.0480266,0.0353279,0.0583308,0.326316,0.174432,0.171627,0.142403,0.19916,0.175873,0.126427,0.0587063,0.0823332,0.154744,0.109929,0.11143,0.273537,0.187667,0.210527,0.183303,0.159326,0.18867
BDNF,14.8456,15.6055,10.6554,19.7008,20.8207,14.0538,17.1716,16.7288,14.2223,44.8801,46.9016,38.0814,31.1587,30.7592,33.325,19.2415,17.5234,16.8549,36.2936,39.3579,28.7651,22.5201,19.6009,15.7899
BDNF-AS,0.934875,0.393456,0.530477,0.635876,0.803241,0.566728,0.917816,0.675385,0.49926,2.60784,1.64836,1.85805,1.74633,1.08866,1.75463,0.635646,0.80702,0.539308,1.36384,1.41199,0.847762,1.0721,1.18617,0.797149
BDP1,11.1413,13.1599,7.52173,11.1168,13.1826,7.61785,11.1739,13.636,9.96398,14.9626,18.5195,13.308,14.6395,14.2669,15.1624,12.4578,13.8884,12.8946,15.2882,20.6596,13.6586,14.5471,15.2439,9.82929
BEAN1,0.0610685,0.0283963,0.0774355,0.0971411,0.107593,0.0857661,0.152022,0.201219,0.0581949,0.091915,0.0535562,0.097553,0.17498,0.254276,0.138493,0.157975,0.251173,0.130668,0.0927628,0.0659312,0.136621,0.0575821,0.26372,0.171337
BECN1,38.2269,40.995,34.0903,38.025,41.1694,33.615,38.9936,44.216,40.2675,36.6689,35.723,35.8015,40.3827,38.6601,40.4974,37.3446,40.7447,41.0078,38.0747,40.1116,35.4167,38.9666,42.2271,35.4779
BEND3,1.76587,1.74099,1.42586,1.48348,1.56136,1.48466,1.50122,1.57863,1.50078,1.12035,1.01484,1.10979,1.18472,0.899572,1.27372,1.31282,1.20324,1.34158,1.15792,0.96573,1.05213,1.01179,1.07549,0.851144
BEND3P3,1.28591,1.17339,0.957699,0.988586,0.826369,0.799925,1.23247,1.18497,1.45582,1.08995,1.21127,1.22029,0.964741,0.888187,0.93145,1.18739,1.13277,1.04132,1.30516,1.49685,1.54107,0.991068,1.06434,0.95115
BEND4,0.0898856,0.0652106,0.0542896,0.052211,0.0303332,0.0217823,0.0459432,0.0655557,0.060476,0.0373032,0.0409951,0.055937,0.0661588,0.0400411,0.0378142,0.0528368,0.014581,0.0341895,0.0540424,0.0530957,0.0224497,0.0328833,0.0173337,0.0251849
BEND5,0.125905,0.248257,0.182999,0.0654812,0.22972,0.339101,0.177397,0.128969,0.0904314,0.319681,0.397713,0.208725,0.297903,0.214049,0.136552,0.129189,0.0899398,0.0571264,0.242678,0.20835,0.302149,0.0780515,0.16424,0
BEND6,2.62662,2.89036,1.7875,2.37609,2.79124,1.43575,1.87088,2.07496,1.58656,2.47425,2.66067,1.80286,1.91758,2.76543,2.10043,2.5774,2.68226,2.20726,2.33291,2.78226,1.72157,2.46317,2.50922,1.69348
BEND7,0.970357,1.00056,0.773408,1.15038,1.06361,1.00206,1.43327,1.70476,1.24583,1.11452,1.14201,0.917455,0.961348,1.13427,1.06079,1.47332,1.45431,1.40095,1.27297,1.41993,1.11609,0.935735,0.825198,0.880532
BEST1,8.77325,8.79163,11.0686,6.69548,6.98122,7.63787,16.2312,17.6184,17.9796,19.9766,22.603,23.3899,14.7846,15.3597,13.4177,10.6109,12.646,12.9215,24.0634,24.4303,27.8646,17.7902,19.3935,21.1676
BEST3,2.63546,2.16361,1.74649,0.91064,0.860134,0.932425,2.0255,1.92984,2.1423,1.18741,1.34014,1.58443,0.594548,0.533819,0.786756,0.842292,0.694036,0.737495,1.27016,1.35284,1.32174,0.666096,0.561683,0.780681
BEST4,0.139598,0.132283,0.19413,0.0796466,0.0665972,0.217997,0.230458,0.141037,0.0912327,0.0552968,0.137548,0.246051,0.127997,0.198965,0.127292,0.335741,0.164308,0.397214,0.300418,0.14487,0.136917,0.349467,0.223981,0.378667
BET1,13.9309,12.7006,6.8553,11.023,9.78219,5.64659,15.1635,14.4995,10.6384,13.6213,13.9199,9.34246,11.7468,11.6304,13.0715,12.4156,10.8166,9.09577,14.808,15.9063,11.2851,12.9365,11.4171,7.10344
BET1L,17.9195,14.7459,18.8372,16.7372,14.5147,20.3141,18.3179,15.1437,21.9436,17.5259,12.7676,19.8428,17.2376,14.6557,18.3155,18.0711,15.6863,18.9631,16.4787,12.253,19.2331,15.9254,15.8672,22.3785
